montaz kinkietu w lazience|szt	Instalacja elektryczna i oświetlenie	szt	Montaż kinkietu w łazience [stary arkusz]
montaz lamp ze skaldaniem ( trudne|szt	Instalacja elektryczna i oświetlenie	szt	Montaż lamp ze składaniem (trudne) [stary arkusz]
montaz lamp ze skladaniem|szt	Instalacja elektryczna i oświetlenie	szt	Montaż lamp ze składaniem [stary arkusz]
montaz listew led + tasm ledowych|kpl	Instalacja elektryczna i oświetlenie	kpl	Montaż listew LED + taśm LED [stary arkusz]
montaz master switch|kpl	Instalacja elektryczna i oświetlenie	kpl	Montaż master switch [stary arkusz]
montaz okapu i podlaczenie do wentylacji|kpl	Instalacja elektryczna i oświetlenie	kpl	Montaż okapu i podłączenie do wentylacji
montaz pprofili swietlnych do oswietlenia led w sufitach podwieszanych|mb	Instalacja elektryczna i oświetlenie	mb	Montaż profili świetlnych do oświetlenia LED w sufitach podwieszanych [stary arkusz]
montaz prostych lamp (bez skladania)|szt	Instalacja elektryczna i oświetlenie	szt	Montaż prostych lamp (bez składania)
montaz puszki elektr. bez wiercenia otworu|szt	Instalacja elektryczna i oświetlenie	szt	Montaż puszki elektrycznej bez wiercenia otworu [stary arkusz]
montaz rozdzielni cctv|kpl	Instalacja elektryczna i oświetlenie	kpl	Montaż rozdzielni CCTV [stary arkusz]
montaz rozdzielni wg. projektu|kpl	Instalacja elektryczna i oświetlenie	kpl	Montaż rozdzielni wg projektu [stary arkusz]
montaz systemu przyzywowego w wc nps|kpl	Instalacja elektryczna i oświetlenie	kpl	Montaż systemu przyzywowego w WC NPS [stary arkusz]
montaz szynoprzewodow|mb	Instalacja elektryczna i oświetlenie	mb	Montaż szynoprzewodów
montaz tasm ledowych|mb	Instalacja elektryczna i oświetlenie	mb	Montaż taśm LED [stary arkusz]
montaz tasm ledowych z lutowaniem|pkt	Instalacja elektryczna i oświetlenie	pkt	Montaż taśm LED z lutowaniem [stary arkusz]
montaz transformatorow|szt	Instalacja elektryczna i oświetlenie	szt	Montaż transformatorów
montaz tv|kpl	Instalacja elektryczna i oświetlenie	kpl	Montaż TV [stary arkusz]
montaz wentylatora lazienkowego|klp	Instalacja elektryczna i oświetlenie	kpl	Montaż wentylatora łazienkowego [stary arkusz]
montaz wiatrakow elektrycznych|szt	Instalacja elektryczna i oświetlenie	szt	Montaż wiatraków elektrycznych [stary arkusz]
montaz wideofon|kpl	Instalacja elektryczna i oświetlenie	kpl	Montaż wideofonu [stary arkusz]
motnaz tv|szt	Instalacja elektryczna i oświetlenie	szt	Montaż TV [stary arkusz]
osadzenie puszek z uporzadkowaniem kabli|pkt	Instalacja elektryczna i oświetlenie	pkt	Osadzenie puszek z uporządkowaniem kabli [stary arkusz]
podlaczenie rozdzielni|kpl	Instalacja elektryczna i oświetlenie	kpl	Podłączenie rozdzielni [stary arkusz]
przebudowa skrzynki elektrycznej wraz z bezpiecznikami - do 12 modulow|kpl	Instalacja elektryczna i oświetlenie	kpl	Przebudowa skrzynki elektrycznej wraz z bezpiecznikami - do 12 modułów [stary arkusz]
przebudowa skrzynki elektrycznej wraz z bezpiecznikami - do 18 modulow|kpl	Instalacja elektryczna i oświetlenie	kpl	Przebudowa skrzynki elektrycznej wraz z bezpiecznikami - do 18 modułów
przebudowa skrzynki elektrycznej wraz z bezpiecznikami - do 24 modulow|kpl	Instalacja elektryczna i oświetlenie	kpl	Przebudowa skrzynki elektrycznej wraz z bezpiecznikami - do 24 modułów [stary arkusz]
przebudowa skrzynki elektrycznej wraz z bezpiecznikami 2 nowe obwody - finalnie przebudowa calej rozdzielni wraz z wykonaniem uziemienia|kpl	Instalacja elektryczna i oświetlenie	kpl	Przebudowa skrzynki elektrycznej wraz z bezpiecznikami 2 nowe obwody - finalnie przebudowa całej rozdzielni wraz z wykonaniem uziemienia [stary arkusz]
przebudowa skrzynki elektrycznej, dolozenie 1 bezpieczenika|szt	Instalacja elektryczna i oświetlenie	szt	Przebudowa skrzynki elektrycznej, dołożenie 1 bezpiecznika [stary arkusz]
przeniesienie rozdzielni elektrycznej|kpl	Instalacja elektryczna i oświetlenie	kpl	Przeniesienie rozdzielni elektrycznej [stary arkusz]
przenisienie lampy syfitowej w sypialni|kpl	Instalacja elektryczna i oświetlenie	kpl	Przeniesienie lampy sufitowej w sypialni [stary arkusz]
przewody kabelkowe o lacznym przekro- ju zyl do cu-6/al-12 mm2 ukladane w gotowych bruzdach bez zaprawiania bruzd na podlozu nie-betonowym|mb	Instalacja elektryczna i oświetlenie	mb	Przewody kabelkowe o łącznym przekroju żył do Cu-6/Al-12 mm2 układane w gotowych bruzdach bez zaprawiania bruzd na podłożu niebetonowym [stary arkusz]
punkty elektryczne zelbet dodatek|szt	Instalacja elektryczna i oświetlenie	szt	Punkty elektryczne żelbet dodatek
skladanie lampy w sypialni|klp	Instalacja elektryczna i oświetlenie	kpl	Składanie lampy w sypialni [stary arkusz]
sprawdzenie instalacji elektrycznej z lutowaniem przewodow i izolowaniem wszystkiego poprawnie.|szt	Instalacja elektryczna i oświetlenie	szt	Sprawdzenie instalacji elektrycznej z lutowaniem przewodów i poprawnym izolowaniem wszystkiego [stary arkusz]
weryfikacja sprawnosci instalacji elektrycznej calego domu|kpl	Instalacja elektryczna i oświetlenie	kpl	Weryfikacja sprawności instalacji elektrycznej całego domu
wiercienie otworow pod puszke w farmacell/gk (bez montazu puszki)|szt	Instalacja elektryczna i oświetlenie	szt	Wiercenie otworów pod puszkę w fermacell/GK (bez montażu puszki) [stary arkusz]
wkuwanie rozdzielni|klp	Instalacja elektryczna i oświetlenie	kpl	Wkuwanie rozdzielni [stary arkusz]
wykonanie gniazda zewnetrznego na balkonie|szt	Instalacja elektryczna i oświetlenie	szt	Wykonanie gniazda zewnętrznego na balkonie
wykonanie i montaz szafki teletechnicznej - przydalby sie schemat|kpl	Instalacja elektryczna i oświetlenie	kpl	Wykonanie i montaż szafki teletechnicznej - przydałby się schemat [stary arkusz]
wykonanie punktow oswietleniowych, czujki, rolety|szt	Instalacja elektryczna i oświetlenie	szt	Wykonanie punktów oświetleniowych, czujki, rolety [stary arkusz]
wykonanie tablicy bezpiecznikowej - przydalby sie schemat|kpl	Instalacja elektryczna i oświetlenie	kpl	Wykonanie tablicy bezpiecznikowej - przydałby się schemat [stary arkusz]
wykonanie/przesuniecie punktow elektrycznych oraz lan :gniazdka i wlaczniki, wiercenie otworu pod puszke, montaz puszki, doprowadzenie kabla|szt	Instalacja elektryczna i oświetlenie	szt	Wykonanie/przesunięcie punktów elektrycznych oraz LAN: gniazdka i włączniki, wiercenie otworu pod puszkę, montaż puszki, doprowadzenie kabla [stary arkusz]
wykonanie/przesuniecie punktow elektrycznych, internetowych, tv :gniazdka i wlaczniki, wiercenie otworu pod puszke, montaz puszki, doprowadzenie kabla|szt	Instalacja elektryczna i oświetlenie	szt	Wykonanie/przesunięcie punktów elektrycznych, internetowych, TV: gniazdka i włączniki, wiercenie otworu pod puszkę, montaż puszki, doprowadzenie kabla [stary arkusz]
wykonanie/przesuniecie punktow elektrycznych: gniazdka i wlaczniki, wiercenie otworu pod puszke, montaz puszki, doprowadzenie kabla|szt	Instalacja elektryczna i oświetlenie	szt	Wykonanie/przesunięcie punktów elektrycznych: gniazdka i włączniki, wiercenie otworu pod puszkę, montaż puszki, doprowadzenie kabla
wymiana bezpiecznika 3 fazowego|szt	Instalacja elektryczna i oświetlenie	szt	Wymiana bezpiecznika 3-fazowego [stary arkusz]
wynoszenie gruzu, mebli, armatury, smieci, odpadow budowlanych etc. - 2 pietra i sporo gruzu|kontener	Instalacja elektryczna i oświetlenie	kontener	Wynoszenie gruzu, mebli, armatury, śmieci, odpadów budowlanych etc. - 2 piętra i sporo gruzu
hyraulika stan surowy|kpl	Instalacja wodno-kanalizacyjna / C.O.	kpl	Hydraulika stan surowy [stary arkusz]
likwidacja punktow wod-kan|pkt	Instalacja wodno-kanalizacyjna / C.O.	pkt	Likwidacja punktów wod-kan
montaz grzejnikow|szt	Instalacja wodno-kanalizacyjna / C.O.	szt	Montaż grzejników [stary arkusz]
montaz grzejnikow dekoracyjnych|szt	Instalacja wodno-kanalizacyjna / C.O.	szt	Montaż grzejników dekoracyjnych [stary arkusz]
montaz grzejnikow dekoracyjnych z zaworami|szt	Instalacja wodno-kanalizacyjna / C.O.	szt	Montaż grzejników dekoracyjnych z zaworami
montaz zaworow przelotowych|~	Instalacja wodno-kanalizacyjna / C.O.	szt	Montaż zaworów przelotowych [stary arkusz]
montaz zaworow przelotowych albo zwrotnych do wody zimnej lub cieplej o sr. 20 mm lub zawory przelotowe kulowe instalacji wo- dociagowych z rur z tworzyw sztucznych o sr. nominalnej 20 mm|szt	Instalacja wodno-kanalizacyjna / C.O.	szt	Montaż zaworów przelotowych albo zwrotnych do wody zimnej lub ciepłej o śr. 20 mm lub zawory przelotowe kulowe instalacji wodociągowych z rur z tworzyw sztucznych o śr. nominalnej 20 mm [stary arkusz]
montaz zaworu regulujacego cisnienie w domu|szt	Instalacja wodno-kanalizacyjna / C.O.	szt	Montaż zaworu regulującego ciśnienie w domu [stary arkusz]
proba cisnieniowa instalacji|kpl	Instalacja wodno-kanalizacyjna / C.O.	kpl	Próba ciśnieniowa instalacji [stary arkusz]
proba szczelnosci instalacji centralnego ogrzewania w budynkach mieszkalnych - proba wodna cisnieniowa|kpl	Instalacja wodno-kanalizacyjna / C.O.	kpl	Próba szczelności instalacji centralnego ogrzewania w budynkach mieszkalnych - próba wodna ciśnieniowa [stary arkusz]
proba szczelnosci instalacji wodociago- wych z rur z tworzyw sztucznych w bu- dynkach niemieszkalnych (rurociag o sr. do 63 mm)|kpl	Instalacja wodno-kanalizacyjna / C.O.	kpl	Próba szczelności instalacji wodociągowych z rur z tworzyw sztucznych w budynkach niemieszkalnych (rurociąg o śr. do 63 mm) [stary arkusz]
przebudowa punktow centralnego ogrzewania|pkt	Instalacja wodno-kanalizacyjna / C.O.	pkt	Przebudowa punktów centralnego ogrzewania
przebudowa punktow centralnego ogrzewania - rurociagi w instalacjach c.o. zw syste- mie kan-therm press rury polietyleno- we pe-rt/al/pe-hd multi universal z wkladka aluminiowa o sr. zewnetrznej 20 mm o polaczeniach zgrzewanych na scianach w budynkach|pkt	Instalacja wodno-kanalizacyjna / C.O.	pkt	Przebudowa punktów centralnego ogrzewania - rurociągi w instalacjach c.o. w systemie KAN-Therm Press, rury polietylenowe PE-RT/Al/PE-HD Multi Universal z wkładką aluminiową o śr. zewnętrznej 20 mm o połączeniach zgrzewanych na ścianach w budynkach [stary arkusz]
przebudowa/doprowadzenie/wymiana instalacji c.w.u oraz z.w.u - rurociagi w instalacjach c.o. zw syste- mie kan-therm press rury polietyleno- we pe-rt/al/pe-hd multi universal z wkladka aluminiowa o sr. zewnetrznej 20 mm o polaczeniach zgrzewanych na scianach w budynkach|pkt	Instalacja wodno-kanalizacyjna / C.O.	pkt	Przebudowa/doprowadzenie/wymiana instalacji c.w.u. oraz z.w.u. - rurociągi w instalacjach c.o. w systemie KAN-Therm Press, rury polietylenowe PE-RT/Al/PE-HD Multi Universal z wkładką aluminiową o śr. zewnętrznej 20 mm o połączeniach zgrzewanych na ścianach w budynkach [stary arkusz]
przebudowa/doprowadzenie/wymiana instalacji wod-kan do pralki|pkt	Instalacja wodno-kanalizacyjna / C.O.	pkt	Przebudowa/doprowadzenie/wymiana instalacji wod-kan do pralki [stary arkusz]
przebudowa/doprowadzenie/wymiana instalacji wod-kan do pralki i suszarki|pkt	Instalacja wodno-kanalizacyjna / C.O.	pkt	Przebudowa/doprowadzenie/wymiana instalacji wod-kan do pralki i suszarki [stary arkusz]
przebudowa/doprowadzenie/wymiana instalacji wod-kan w kuchni|pkt	Instalacja wodno-kanalizacyjna / C.O.	pkt	Przebudowa/doprowadzenie/wymiana instalacji wod-kan w kuchni
przebudowa/doprowadzenie/wymiana instalacji wod-kan w kuchni - wykonanie podejsc|pkt	Instalacja wodno-kanalizacyjna / C.O.	pkt	Przebudowa/doprowadzenie/wymiana instalacji wod-kan w kuchni - wykonanie podejść [stary arkusz]
przerobienie kanalizacji przy oknie|kpl	Instalacja wodno-kanalizacyjna / C.O.	kpl	Przerobienie kanalizacji przy oknie [stary arkusz]
przesuniecie isntalacji wod kan w kuchni|kpl	Instalacja wodno-kanalizacyjna / C.O.	kpl	Przesunięcie instalacji wod-kan w kuchni [stary arkusz]
rurociagi z pvc kanalizacyjne o sr. 50/110 mm w gotowych wykopach, wewnatrz budynkow o polaczeniach wciskowych wraz z wykonaniem podejsc|pkt	Instalacja wodno-kanalizacyjna / C.O.	pkt	Rurociągi z PVC kanalizacyjne o śr. 50/110 mm w gotowych wykopach, wewnątrz budynków o połączeniach wciskowych wraz z wykonaniem podejść [stary arkusz]
ukladanie rur|mb	Instalacja wodno-kanalizacyjna / C.O.	mb	Układanie rur [stary arkusz]
bruzdowanie pod rury material miekki|mb	Klimatyzacja	mb	Bruzdowanie pod rury materiał miękki
bruzdowanie pod rury zelbet|mb	Klimatyzacja	mb	Bruzdowanie pod rury żelbet
doprowadzenie zasilania do jednostki material miekki|mb	Klimatyzacja	mb	Doprowadzenie zasilania do jednostki materiał miękki [stary arkusz]
doprowadzenie zasilania do jednostki zelbet|mb	Klimatyzacja	mb	Doprowadzenie zasilania do jednostki żelbet [stary arkusz]
jednostka ??|kpl	Klimatyzacja	kpl	Jednostka ?? [stary arkusz]
jednostka + 7 jednostek|kpl	Klimatyzacja	kpl	Jednostka + 7 jednostek [stary arkusz]
jednostka cena gree pular matt pu18mi|kpl	Klimatyzacja	kpl	Jednostka cena Gree Pular Matt PU18MI [stary arkusz]
jednostka cena indywidualna w zaleznosci od modelu|kpl	Klimatyzacja	kpl	Jednostka cena indywidualna w zależności od modelu
jednostka clivia|kpl	Klimatyzacja	kpl	Jednostka Clivia [stary arkusz]
jednostka multi split haier flexis matt 2,5kw + 3,5kw|kpl	Klimatyzacja	kpl	Jednostka multi split Haier Flexis Matt 2,5 kW + 3,5 kW [stary arkusz]
montaz anemostatow|szt	Klimatyzacja	szt	Montaż anemostatów [stary arkusz]
montaz klimatyzacji + uruchomienie|kpl	Klimatyzacja	kpl	Montaż klimatyzacji + uruchomienie
montaz rur skroplinowych|mb	Klimatyzacja	mb	Montaż rur skroplinowych [stary arkusz]
montaz syfonu podtynkowego|kpl	Klimatyzacja	kpl	Montaż syfonu podtynkowego
montaz syfonuow podtynkowych|kpl	Klimatyzacja	kpl	Montaż syfonów podtynkowych [stary arkusz]
naprawy scian i sufitow po kuciu, bruzdowaniu, tynkowanie bruzd|mb	Klimatyzacja	mb	Naprawy ścian i sufitów po kuciu, bruzdowaniu, tynkowanie bruzd
przebicie sie na zewnatrz|kpl	Klimatyzacja	kpl	Przebicie się na zewnątrz
montaz gniazdek i wlacznikow|szt	Łazienka	szt	Montaż gniazdek i włączników
przebicie sie na zewnatrz - niestety przebijanie sie przez zelbet|kpl	Klimatyzacja	kpl	Przebicie się na zewnątrz - niestety przebijanie się przez żelbet [stary arkusz]
rury miedziane + skropliny|mb	Klimatyzacja	mb	Rury miedziane + skropliny [stary arkusz]
rury miedziane + skropliny + ulozenie|mb	Klimatyzacja	mb	Rury miedziane + skropliny + ułożenie
suchy syfon|szt	Klimatyzacja	szt	Suchy syfon [stary arkusz]
wsporniki|kpl	Klimatyzacja	kpl	Wsporniki
wykonanie gladzi po bruzdach|mb	Klimatyzacja	mb	Wykonanie gładzi po bruzdach
wykonanie punktu elektrycznego|szt	Klimatyzacja	szt	Wykonanie punktu elektrycznego [stary arkusz]
zabudowa + rozprowadzenie kanalow|kpl	Klimatyzacja	kpl	Zabudowa + rozprowadzenie kanałów [stary arkusz]
demontaz plytek|m2	Kuchnia	m2	Demontaż płytek [stary arkusz]
gruntowanie|m2	Kuchnia	m2	Gruntowanie [stary arkusz]
gruntowanie plytek|m2	Kuchnia	m2	Gruntowanie płytek [stary arkusz]
malowanie plytek|m2	Kuchnia	m2	Malowanie płytek [stary arkusz]
montaz agd, lodowka, zmywarka, plyta, okap, piekarnik|kpl	Kuchnia	kpl	Montaż AGD: lodówka, zmywarka, płyta, okap, piekarnik [stary arkusz]
montaz baterii|szt	Kuchnia	szt	Montaż baterii
montaz beterii umywalkowej|szt	Kuchnia	szt	Montaż baterii umywalkowej [stary arkusz]
montaz blatu kuchennego z wyciecem otworu pod zlew|kpl	Kuchnia	kpl	Montaż blatu kuchennego z wycięciem otworu pod zlew [stary arkusz]
montaz leda|mb	Kuchnia	mb	Montaż LED
montaz profili ledowych|mb	Kuchnia	mb	Montaż profili LED [stary arkusz]
montaz profili ledowych podtynkowych w suficie|mb	Kuchnia	mb	Montaż profili LED podtynkowych w suficie
montaz syfonu|szt	Kuchnia	szt	Montaż syfonu
montaz zlewozmywaki zeliwne, z blachy lub z tworzywa sztucznego na szafce|szt	Kuchnia	szt	Montaż zlewozmywaka żeliwnego, z blachy lub z tworzywa sztucznego na szafce [stary arkusz]
montaz zlewu|szt	Kuchnia	szt	Montaż zlewu [stary arkusz]
montaz zlewu z wywierceniem otworu|szt	Kuchnia	szt	Montaż zlewu z wywierceniem otworu
podlaczenie indukcji|szt	Kuchnia	szt	Podłączenie indukcji [stary arkusz]
podlaczenie piekarnika|szt	Kuchnia	szt	Podłączenie piekarnika [stary arkusz]
podlaczenie zmywarki|szt	Kuchnia	szt	Podłączenie zmywarki [stary arkusz]
polozenie plytek miedzy szafkami -|m2	Kuchnia	m2	Położenie płytek między szafkami [stary arkusz]
polozenie plytek miedzy szafkami - cena zalezy od rodzaju plytek oraz ulozenie kuchni|m2	Kuchnia	m2	Położenie płytek między szafkami - cena zależy od rodzaju płytek oraz układu kuchni
polozenie plytek miedzy szafkami - cena zalezy od rodzaju plytek oraz ulozenie kuchni.|m2	Kuchnia	m2	Położenie płytek między szafkami - cena zależy od rodzaju płytek oraz układu kuchni [stary arkusz]
polozenie plytek miedzy szafkami - mozaika|m2	Kuchnia	m2	Położenie płytek między szafkami - mozaika [stary arkusz]
polozenie plytek miedzy szafkami maly format|m2	Kuchnia	m2	Położenie płytek między szafkami mały format [stary arkusz]
polozenie plytek miedzy szafkami z fugowaniem|m2	Kuchnia	m2	Położenie płytek między szafkami z fugowaniem [stary arkusz]
przeniesienie gniazdka - punkt elektr.|szt	Kuchnia	szt	Przeniesienie gniazdka - punkt elektr. [stary arkusz]
przeniesienie wentylacji do kuchni - w zabudowie gk przy suficie.|kpl	Kuchnia	kpl	Przeniesienie wentylacji do kuchni - w zabudowie GK przy suficie [stary arkusz]
przygotowanie podloza pod plytki|kpl	Kuchnia	kpl	Przygotowanie podłoża pod płytki [stary arkusz]
silikonowanie|~	Kuchnia	kpl	Silikonowanie [stary arkusz]
skladanie i montaz mebli kuchennych|kpl	Kuchnia	kpl	Składanie i montaż mebli kuchennych [stary arkusz]
sufit podwieszany montaz stelaza z plytami|m2	Kuchnia	m2	Sufit podwieszany montaż stelaża z płytami
syilkonowanie|mb	Kuchnia	mb	Silikonowanie [stary arkusz]
ukladanie glazury na scianie format standard|m2	Kuchnia	m2	Układanie glazury na ścianie format standard
ukladanie gresu 120x120|m2	Kuchnia	m2	Układanie gresu 120x120 [stary arkusz]
ukladanie gresu na podlodze format standard|m2	Kuchnia	m2	Układanie gresu na podłodze format standard
ulozenie gresu|m2	Kuchnia	m2	Ułożenie gresu [stary arkusz]
wentylacja w kuchni - wycena indywidualna|kpl	Kuchnia	kpl	Wentylacja w kuchni - wycena indywidualna
wklejanie naroznikow i wklejanie siatki + szpachlowanie narozniki, glify okienne etc. wszedzie tam gdzie to wymaga|mb	Kuchnia	mb	Wklejanie narożników i wklejanie siatki + szpachlowanie narożniki, glify okienne etc. wszędzie tam gdzie to wymaga
wkucie plytek w sciane. zlicowanie + obroļka|kpl	Kuchnia	kpl	Wkucie płytek w ścianę, zlicowanie + obróbka [stary arkusz]
wykonanie polek z gk 2szt|klp	Kuchnia	kpl	Wykonanie półek z GK 2 szt [stary arkusz]
wykonanie sciany pod spiek z plaszczyzny z gk|m2	Kuchnia	m2	Wykonanie ściany pod spiek z płaszczyzny z GK [stary arkusz]
wykonanie wentylacji w kuchni - prawdopodobnie trzeba rozdzielic kanal i klape zwrotna - weryfikacj na miejscu|kpl	Kuchnia	kpl	Wykonanie wentylacji w kuchni - prawdopodobnie trzeba rozdzielić kanał i klapę zwrotną - weryfikacja na miejscu [stary arkusz]
wymiana listwy w kuchni|mb	Kuchnia	mb	Wymiana listwy w kuchni [stary arkusz]
wzmocnienie plyta osb pod szafki kuchenne|kpl	Kuchnia	kpl	Wzmocnienie płytą OSB pod szafki kuchenne [stary arkusz]
akrylowanie|mb	Łazienka	mb	Akrylowanie
betonkontakt na podlodze|m2	Łazienka	m2	Betonkontakt na podłodze
bialy montaz baterii podtynkowej bidet|klp	Łazienka	kpl	Biały montaż baterii podtynkowej bidet [stary arkusz]
bialy montaz baterii podtynkowej do umywalki|kpl	Łazienka	kpl	Biały montaż baterii podtynkowej do umywalki
bialy montaz baterii podtynkowej do umywalki albo bidet|klp	Łazienka	kpl	Biały montaż baterii podtynkowej do umywalki albo bidet [stary arkusz]
bialy montaz baterii podtynkowej do wanny/prysznica razem ze sluchawka i deszczownica|kpl	Łazienka	kpl	Biały montaż baterii podtynkowej do wanny/prysznica razem ze słuchawką i deszczownicą
demontaz + montaz wc podwieszanego|szt	Łazienka	szt	Demontaż + montaż WC podwieszanego [stary arkusz]
demontaz i montaz oscieznicy|szt	Łazienka	szt	Demontaż i montaż ościeżnicy [stary arkusz]
dodatek za schodek pod prysznicem|klp	Łazienka	kpl	Dodatek za schodek pod prysznicem [stary arkusz]
domurowanie scianki z bloczkow 10cm+|m2	Łazienka	m2	Domurowanie ścianki z bloczków 10 cm+ [stary arkusz]
dwukrotne gruntowanie scian, sufitow i podlog|m2	Łazienka	m2	Dwukrotne gruntowanie ścian, sufitów i podłóg
fugowanie naroznikow fuga epoksydowa|mb	Łazienka	mb	Fugowanie narożników fugą epoksydową [stary arkusz]
fugowanie premium|m2	Łazienka	m2	Fugowanie premium [stary arkusz]
fugowanie scian i podlog|m2	Łazienka	m2	Fugowanie ścian i podłóg
fugowanie scian i podlog fuga epoksydowa|m2	Łazienka	m2	Fugowanie ścian i podłóg fugą epoksydową [stary arkusz]
gladz na scianach bez plytek|m2	Łazienka	m2	Gładź na ścianach bez płytek [stary arkusz]
grunt sciepny|m2	Łazienka	m2	Grunt sczepny [stary arkusz]
gruntowanie scian i sufitow i podlog|m2	Łazienka	m2	Gruntowanie ścian, sufitów i podłóg [stary arkusz]
instalacja wod kan nowy punkty, mocowanie|pkt	Łazienka	pkt	Instalacja wod-kan nowe punkty, mocowanie [stary arkusz]
instalacja wod-kan nowe punkty, przeniesienie lub przedluzenie - kazdy punkt|pkt	Łazienka	pkt	Instalacja wod-kan nowe punkty, przeniesienie lub przedłużenie - każdy punkt
klejenie plyt gk|m2	Łazienka	m2	Klejenie płyt GK [stary arkusz]
klejenie winylu na sciany i sufit|m2	Łazienka	m2	Klejenie winylu na ściany i sufit [stary arkusz]
licowanie scian plytami gk + wklejanie tasm i przygotowanie pod malowanie/tapete|m2	Łazienka	m2	Licowanie ścian płytami GK + wklejanie taśm i przygotowanie pod malowanie/tapetę
listwa ozdobne z glazury|mb	Łazienka	mb	Listwa ozdobna z glazury [stary arkusz]
malowanie sufitow i scian bez glazury + gladz|m2	Łazienka	m2	Malowanie sufitów i ścian bez glazury + gładź [stary arkusz]
malowanie sufitow i scian bez glazury + gladz na suficie|m2	Łazienka	m2	Malowanie sufitów i ścian bez glazury + gładź na suficie
malowanie sufitow i scian bez glazury + gladz na suficie|kpl	Łazienka	kpl	Malowanie sufitów i ścian bez glazury + gładź na suficie [stary arkusz]
mata hydroizolacyjna|mb	Łazienka	mb	Mata hydroizolacyjna [stary arkusz]
montaz akcesoriow lazienkowych|szt	Łazienka	szt	Montaż akcesoriów łazienkowych
montaz baterii do umywalki|szt	Łazienka	szt	Montaż baterii do umywalki
montaz baterii prysznicowej/wannowej podtynkowej|szt	Łazienka	szt	Montaż baterii prysznicowej/wannowej podtynkowej [stary arkusz]
montaz baterii prysznicowej/wannowej podtynkowej razem z podlaczeniem zasilania wody|szt	Łazienka	szt	Montaż baterii prysznicowej/wannowej podtynkowej razem z podłączeniem zasilania wody
montaz baterii prysznicowo/wannowej natynkowej|szt	Łazienka	szt	Montaż baterii prysznicowo-wannowej natynkowej
montaz baterii umywalkowej podtynkowej|szt	Łazienka	szt	Montaż baterii umywalkowej podtynkowej [stary arkusz]
